store_id,date,horizon_day,forecast_p50,forecast_p80,forecast_p95,forecast_cv,campaign,is_weekend
SHJ-02,2026-10-06,65,375.1,455.4,532.4,0.255,none,False
AAN-01,2026-10-06,65,237.5,288.4,337.2,0.255,none,False
RAK-01,2026-10-06,65,218.8,265.6,310.6,0.255,none,False
FUJ-01,2026-10-06,65,187.5,227.7,266.2,0.255,none,False
DXB-01,2026-10-07,66,775.7,941.8,1101.1,0.255,none,False
DXB-02,2026-10-07,66,675.6,820.3,959.0,0.255,none,False
DXB-03,2026-10-07,66,513.0,622.8,728.1,0.255,none,False
DXB-04,2026-10-07,66,381.6,463.3,541.7,0.255,none,False
AUH-01,2026-10-07,66,600.5,729.2,852.4,0.255,none,False
AUH-02,2026-10-07,66,437.9,531.7,621.6,0.255,none,False
AUH-03,2026-10-07,66,325.3,395.0,461.7,0.255,none,False
SHJ-01,2026-10-07,66,487.9,592.4,692.6,0.255,none,False
SHJ-02,2026-10-07,66,375.3,455.7,532.8,0.255,none,False
AAN-01,2026-10-07,66,237.7,288.6,337.4,0.255,none,False
RAK-01,2026-10-07,66,218.9,265.8,310.8,0.255,none,False
FUJ-01,2026-10-07,66,187.7,227.9,266.4,0.255,none,False
DXB-01,2026-10-08,67,776.2,942.5,1101.9,0.255,none,False
DXB-02,2026-10-08,67,676.1,820.9,959.7,0.255,none,False
DXB-03,2026-10-08,67,513.3,623.3,728.6,0.255,none,False
DXB-04,2026-10-08,67,381.9,463.7,542.0,0.255,none,False
AUH-01,2026-10-08,67,601.0,729.7,853.0,0.255,none,False
AUH-02,2026-10-08,67,438.2,532.1,622.0,0.255,none,False
AUH-03,2026-10-08,67,325.5,395.2,462.1,0.255,none,False
SHJ-01,2026-10-08,67,488.3,592.9,693.1,0.255,none,False
SHJ-02,2026-10-08,67,375.6,456.1,533.2,0.255,none,False
AAN-01,2026-10-08,67,237.9,288.8,337.7,0.255,none,False
RAK-01,2026-10-08,67,219.1,266.0,311.0,0.255,none,False
FUJ-01,2026-10-08,67,187.8,228.0,266.6,0.255,none,False
DXB-01,2026-10-09,68,916.6,1113.0,1301.1,0.255,none,True
DXB-02,2026-10-09,68,798.3,969.4,1133.2,0.255,none,True
DXB-03,2026-10-09,68,606.2,736.0,860.4,0.255,none,True
DXB-04,2026-10-09,68,450.9,547.5,640.1,0.255,none,True
AUH-01,2026-10-09,68,709.6,861.6,1007.3,0.255,none,True
AUH-02,2026-10-09,68,517.4,628.3,734.5,0.255,none,True
AUH-03,2026-10-09,68,384.4,466.7,545.6,0.255,none,True
SHJ-01,2026-10-09,68,576.6,700.1,818.4,0.255,none,True
SHJ-02,2026-10-09,68,443.5,538.5,629.6,0.255,none,True
AAN-01,2026-10-09,68,280.9,341.1,398.7,0.255,none,True
RAK-01,2026-10-09,68,258.7,314.1,367.3,0.255,none,True
FUJ-01,2026-10-09,68,221.8,269.3,314.8,0.255,none,True
DXB-01,2026-10-10,69,917.3,1113.8,1302.1,0.255,none,True
DXB-02,2026-10-10,69,798.9,970.1,1134.0,0.255,none,True
DXB-03,2026-10-10,69,606.6,736.5,861.0,0.255,none,True
DXB-04,2026-10-10,69,451.2,547.9,640.5,0.255,none,True
AUH-01,2026-10-10,69,710.2,862.3,1008.0,0.255,none,True
AUH-02,2026-10-10,69,517.8,628.7,735.0,0.255,none,True
AUH-03,2026-10-10,69,384.7,467.1,546.0,0.255,none,True
SHJ-01,2026-10-10,69,577.0,700.6,819.0,0.255,none,True
SHJ-02,2026-10-10,69,443.8,538.9,630.0,0.255,none,True
AAN-01,2026-10-10,69,281.1,341.3,399.0,0.255,none,True
RAK-01,2026-10-10,69,258.9,314.4,367.5,0.255,none,True
FUJ-01,2026-10-10,69,221.9,269.5,315.0,0.255,none,True
DXB-01,2026-10-11,70,777.9,954.3,1123.4,0.27,none,False
DXB-02,2026-10-11,70,677.5,831.2,978.5,0.27,none,False
DXB-03,2026-10-11,70,514.4,631.1,742.9,0.27,none,False
DXB-04,2026-10-11,70,382.7,469.5,552.7,0.27,none,False
AUH-01,2026-10-11,70,602.3,738.8,869.7,0.27,none,False
AUH-02,2026-10-11,70,439.1,538.7,634.2,0.27,none,False
AUH-03,2026-10-11,70,326.2,400.2,471.1,0.27,none,False
SHJ-01,2026-10-11,70,489.3,600.3,706.7,0.27,none,False
SHJ-02,2026-10-11,70,376.4,461.8,543.6,0.27,none,False
AAN-01,2026-10-11,70,238.4,292.5,344.3,0.27,none,False
RAK-01,2026-10-11,70,219.6,269.4,317.1,0.27,none,False
FUJ-01,2026-10-11,70,188.2,230.9,271.8,0.27,none,False
DXB-01,2026-10-12,71,778.5,955.0,1124.2,0.27,none,False
DXB-02,2026-10-12,71,678.0,831.8,979.2,0.27,none,False
DXB-03,2026-10-12,71,514.8,631.6,743.4,0.27,none,False
DXB-04,2026-10-12,71,383.0,469.8,553.0,0.27,none,False
AUH-01,2026-10-12,71,602.7,739.4,870.4,0.27,none,False
AUH-02,2026-10-12,71,439.5,539.1,634.6,0.27,none,False
AUH-03,2026-10-12,71,326.5,400.5,471.5,0.27,none,False
SHJ-01,2026-10-12,71,489.7,600.7,707.2,0.27,none,False
SHJ-02,2026-10-12,71,376.7,462.1,544.0,0.27,none,False
AAN-01,2026-10-12,71,238.6,292.7,344.5,0.27,none,False
RAK-01,2026-10-12,71,219.7,269.6,317.3,0.27,none,False
FUJ-01,2026-10-12,71,188.3,231.1,272.0,0.27,none,False
DXB-01,2026-10-13,72,779.0,955.7,1125.0,0.27,none,False
DXB-02,2026-10-13,72,678.5,832.4,979.9,0.27,none,False
DXB-03,2026-10-13,72,515.2,632.0,744.0,0.27,none,False
DXB-04,2026-10-13,72,383.2,470.1,553.4,0.27,none,False
AUH-01,2026-10-13,72,603.1,739.9,871.0,0.27,none,False
AUH-02,2026-10-13,72,439.8,539.5,635.1,0.27,none,False
AUH-03,2026-10-13,72,326.7,400.8,471.8,0.27,none,False
SHJ-01,2026-10-13,72,490.0,601.2,707.7,0.27,none,False
SHJ-02,2026-10-13,72,376.9,462.4,544.4,0.27,none,False
AAN-01,2026-10-13,72,238.7,292.9,344.8,0.27,none,False
RAK-01,2026-10-13,72,219.9,269.8,317.6,0.27,none,False
FUJ-01,2026-10-13,72,188.5,231.2,272.2,0.27,none,False
DXB-01,2026-10-14,73,779.6,956.4,1125.8,0.27,none,False
DXB-02,2026-10-14,73,679.0,833.0,980.6,0.27,none,False
DXB-03,2026-10-14,73,515.5,632.5,744.5,0.27,none,False
DXB-04,2026-10-14,73,383.5,470.5,553.8,0.27,none,False
AUH-01,2026-10-14,73,603.6,740.4,871.6,0.27,none,False
AUH-02,2026-10-14,73,440.1,539.9,635.6,0.27,none,False
AUH-03,2026-10-14,73,326.9,401.1,472.1,0.27,none,False
SHJ-01,2026-10-14,73,490.4,601.6,708.2,0.27,none,False
SHJ-02,2026-10-14,73,377.2,462.8,544.8,0.27,none,False
AAN-01,2026-10-14,73,238.9,293.1,345.0,0.27,none,False
RAK-01,2026-10-14,73,220.0,270.0,317.8,0.27,none,False
FUJ-01,2026-10-14,73,188.6,231.4,272.4,0.27,none,False
DXB-01,2026-10-15,74,780.1,957.1,1126.6,0.27,none,False
DXB-02,2026-10-15,74,679.5,833.6,981.3,0.27,none,False
DXB-03,2026-10-15,74,515.9,632.9,745.0,0.27,none,False
DXB-04,2026-10-15,74,383.8,470.8,554.2,0.27,none,False
AUH-01,2026-10-15,74,604.0,741.0,872.2,0.27,none,False
AUH-02,2026-10-15,74,440.4,540.3,636.0,0.27,none,False
AUH-03,2026-10-15,74,327.2,401.4,472.5,0.27,none,False
SHJ-01,2026-10-15,74,490.7,602.0,708.7,0.27,none,False
SHJ-02,2026-10-15,74,377.5,463.1,545.2,0.27,none,False
AAN-01,2026-10-15,74,239.1,293.3,345.3,0.27,none,False
RAK-01,2026-10-15,74,220.2,270.1,318.0,0.27,none,False
FUJ-01,2026-10-15,74,188.7,231.6,272.6,0.27,none,False
DXB-01,2026-10-16,75,921.2,1130.2,1330.4,0.27,none,True
DXB-02,2026-10-16,75,802.4,984.3,1158.7,0.27,none,True
DXB-03,2026-10-16,75,609.2,747.4,879.8,0.27,none,True
DXB-04,2026-10-16,75,453.2,556.0,654.5,0.27,none,True
AUH-01,2026-10-16,75,713.2,875.0,1030.0,0.27,none,True
AUH-02,2026-10-16,75,520.0,638.0,751.0,0.27,none,True
AUH-03,2026-10-16,75,386.3,473.9,557.9,0.27,none,True
SHJ-01,2026-10-16,75,579.5,710.9,836.9,0.27,none,True
SHJ-02,2026-10-16,75,445.8,546.9,643.7,0.27,none,True
AAN-01,2026-10-16,75,282.3,346.3,407.7,0.27,none,True
RAK-01,2026-10-16,75,260.0,319.0,375.5,0.27,none,True
FUJ-01,2026-10-16,75,222.9,273.4,321.9,0.27,none,True
DXB-01,2026-10-17,76,921.9,1131.0,1331.3,0.27,none,True
DXB-02,2026-10-17,76,802.9,985.0,1159.6,0.27,none,True
DXB-03,2026-10-17,76,609.6,747.9,880.4,0.27,none,True
DXB-04,2026-10-17,76,453.5,556.4,654.9,0.27,none,True
AUH-01,2026-10-17,76,713.7,875.6,1030.7,0.27,none,True
AUH-02,2026-10-17,76,520.4,638.5,751.6,0.27,none,True
AUH-03,2026-10-17,76,386.6,474.3,558.3,0.27,none,True
SHJ-01,2026-10-17,76,579.9,711.4,837.5,0.27,none,True
SHJ-02,2026-10-17,76,446.1,547.2,644.2,0.27,none,True
AAN-01,2026-10-17,76,282.5,346.6,408.0,0.27,none,True
RAK-01,2026-10-17,76,260.2,319.2,375.8,0.27,none,True
FUJ-01,2026-10-17,76,223.0,273.6,322.1,0.27,none,True
DXB-01,2026-10-18,77,781.8,969.0,1148.4,0.285,none,False
DXB-02,2026-10-18,77,680.9,844.0,1000.2,0.285,none,False
DXB-03,2026-10-18,77,517.0,640.8,759.4,0.285,none,False
DXB-04,2026-10-18,77,384.6,476.7,564.9,0.285,none,False
AUH-01,2026-10-18,77,605.3,750.2,889.1,0.285,none,False
AUH-02,2026-10-18,77,441.4,547.0,648.3,0.285,none,False
AUH-03,2026-10-18,77,327.9,406.3,481.6,0.285,none,False
SHJ-01,2026-10-18,77,491.8,609.5,722.4,0.285,none,False
SHJ-02,2026-10-18,77,378.3,468.9,555.7,0.285,none,False
AAN-01,2026-10-18,77,239.6,296.9,351.9,0.285,none,False
RAK-01,2026-10-18,77,220.7,273.5,324.1,0.285,none,False
FUJ-01,2026-10-18,77,189.2,234.4,277.8,0.285,none,False
DXB-01,2026-10-19,78,782.4,969.7,1149.2,0.285,none,False
DXB-02,2026-10-19,78,681.4,844.6,1000.9,0.285,none,False
DXB-03,2026-10-19,78,517.4,641.2,759.9,0.285,none,False
DXB-04,2026-10-19,78,384.9,477.0,565.3,0.285,none,False
AUH-01,2026-10-19,78,605.7,750.7,889.7,0.285,none,False
AUH-02,2026-10-19,78,441.7,547.4,648.7,0.285,none,False
AUH-03,2026-10-19,78,328.1,406.6,481.9,0.285,none,False
SHJ-01,2026-10-19,78,492.1,610.0,722.9,0.285,none,False
SHJ-02,2026-10-19,78,378.6,469.2,556.1,0.285,none,False
AAN-01,2026-10-19,78,239.8,297.2,352.2,0.285,none,False
RAK-01,2026-10-19,78,220.8,273.7,324.4,0.285,none,False
FUJ-01,2026-10-19,78,189.3,234.6,278.0,0.285,none,False
DXB-01,2026-10-20,79,782.9,970.4,1150.0,0.285,none,False
DXB-02,2026-10-20,79,681.9,845.2,1001.6,0.285,none,False
DXB-03,2026-10-20,79,517.7,641.7,760.5,0.285,none,False
DXB-04,2026-10-20,79,385.2,477.4,565.7,0.285,none,False
AUH-01,2026-10-20,79,606.1,751.3,890.3,0.285,none,False
AUH-02,2026-10-20,79,442.0,547.8,649.2,0.285,none,False
AUH-03,2026-10-20,79,328.3,406.9,482.3,0.285,none,False
SHJ-01,2026-10-20,79,492.5,610.4,723.4,0.285,none,False
SHJ-02,2026-10-20,79,378.8,469.5,556.4,0.285,none,False
AAN-01,2026-10-20,79,239.9,297.4,352.4,0.285,none,False
RAK-01,2026-10-20,79,221.0,273.9,324.6,0.285,none,False
FUJ-01,2026-10-20,79,189.4,234.8,278.2,0.285,none,False
DXB-01,2026-10-21,80,783.5,971.1,1150.8,0.285,none,False
DXB-02,2026-10-21,80,682.4,845.8,1002.3,0.285,none,False
DXB-03,2026-10-21,80,518.1,642.2,761.0,0.285,none,False
DXB-04,2026-10-21,80,385.4,477.7,566.1,0.285,none,False
AUH-01,2026-10-21,80,606.6,751.8,891.0,0.285,none,False
AUH-02,2026-10-21,80,442.3,548.2,649.7,0.285,none,False
AUH-03,2026-10-21,80,328.6,407.2,482.6,0.285,none,False
SHJ-01,2026-10-21,80,492.8,610.8,723.9,0.285,none,False
SHJ-02,2026-10-21,80,379.1,469.9,556.8,0.285,none,False
AAN-01,2026-10-21,80,240.1,297.6,352.7,0.285,none,False
RAK-01,2026-10-21,80,221.1,274.1,324.8,0.285,none,False
FUJ-01,2026-10-21,80,189.6,234.9,278.4,0.285,none,False
DXB-01,2026-10-22,81,784.1,971.8,1151.6,0.285,none,False
DXB-02,2026-10-22,81,682.9,846.4,1003.0,0.285,none,False
DXB-03,2026-10-22,81,518.5,642.6,761.6,0.285,none,False
DXB-04,2026-10-22,81,385.7,478.0,566.5,0.285,none,False
AUH-01,2026-10-22,81,607.0,752.3,891.6,0.285,none,False
AUH-02,2026-10-22,81,442.6,548.6,650.1,0.285,none,False
AUH-03,2026-10-22,81,328.8,407.5,482.9,0.285,none,False
SHJ-01,2026-10-22,81,493.2,611.3,724.4,0.285,none,False
SHJ-02,2026-10-22,81,379.4,470.2,557.2,0.285,none,False
AAN-01,2026-10-22,81,240.3,297.8,352.9,0.285,none,False
RAK-01,2026-10-22,81,221.3,274.3,325.1,0.285,none,False
FUJ-01,2026-10-22,81,189.7,235.1,278.6,0.285,none,False
DXB-01,2026-10-23,82,925.8,1147.5,1359.9,0.285,none,True
DXB-02,2026-10-23,82,806.4,999.4,1184.4,0.285,none,True
DXB-03,2026-10-23,82,612.2,758.8,899.3,0.285,none,True
DXB-04,2026-10-23,82,455.5,564.5,669.0,0.285,none,True
AUH-01,2026-10-23,82,716.8,888.4,1052.8,0.285,none,True
AUH-02,2026-10-23,82,522.7,647.8,767.7,0.285,none,True
AUH-03,2026-10-23,82,388.3,481.2,570.3,0.285,none,True
SHJ-01,2026-10-23,82,582.4,721.8,855.4,0.285,none,True
SHJ-02,2026-10-23,82,448.0,555.2,658.0,0.285,none,True
AAN-01,2026-10-23,82,283.7,351.6,416.7,0.285,none,True
RAK-01,2026-10-23,82,261.3,323.9,383.8,0.285,none,True
FUJ-01,2026-10-23,82,224.0,277.6,329.0,0.285,none,True
DXB-01,2026-10-24,83,926.5,1148.3,1360.9,0.285,none,True
DXB-02,2026-10-24,83,807.0,1000.1,1185.3,0.285,none,True
DXB-03,2026-10-24,83,612.7,759.4,899.9,0.285,none,True
DXB-04,2026-10-24,83,455.8,564.9,669.5,0.285,none,True
AUH-01,2026-10-24,83,717.3,889.0,1053.6,0.285,none,True
AUH-02,2026-10-24,83,523.0,648.2,768.2,0.285,none,True
AUH-03,2026-10-24,83,388.5,481.5,570.7,0.285,none,True
SHJ-01,2026-10-24,83,582.8,722.3,856.0,0.285,none,True
SHJ-02,2026-10-24,83,448.3,555.6,658.5,0.285,none,True
AAN-01,2026-10-24,83,283.9,351.9,417.0,0.285,none,True
RAK-01,2026-10-24,83,261.5,324.1,384.1,0.285,none,True
FUJ-01,2026-10-24,83,224.2,277.8,329.2,0.285,none,True
DXB-01,2026-10-25,84,785.7,983.7,1173.5,0.3,none,False
DXB-02,2026-10-25,84,684.3,856.8,1022.1,0.3,none,False
DXB-03,2026-10-25,84,519.6,650.5,776.0,0.3,none,False
DXB-04,2026-10-25,84,386.5,483.9,577.3,0.3,none,False
AUH-01,2026-10-25,84,608.3,761.6,908.5,0.3,none,False
AUH-02,2026-10-25,84,443.6,555.3,662.4,0.3,none,False
AUH-03,2026-10-25,84,329.5,412.5,492.1,0.3,none,False
SHJ-01,2026-10-25,84,494.2,618.8,738.2,0.3,none,False
SHJ-02,2026-10-25,84,380.2,476.0,567.8,0.3,none,False
AAN-01,2026-10-25,84,240.8,301.5,359.6,0.3,none,False
RAK-01,2026-10-25,84,221.8,277.7,331.2,0.3,none,False
FUJ-01,2026-10-25,84,190.1,238.0,283.9,0.3,none,False
DXB-01,2026-10-26,85,786.3,984.4,1174.3,0.3,none,False
DXB-02,2026-10-26,85,684.8,857.4,1022.8,0.3,none,False
DXB-03,2026-10-26,85,520.0,651.0,776.6,0.3,none,False
DXB-04,2026-10-26,85,386.8,484.3,577.7,0.3,none,False
AUH-01,2026-10-26,85,608.7,762.1,909.1,0.3,none,False
AUH-02,2026-10-26,85,443.9,555.7,662.9,0.3,none,False
AUH-03,2026-10-26,85,329.7,412.8,492.5,0.3,none,False
SHJ-01,2026-10-26,85,494.6,619.2,738.7,0.3,none,False
SHJ-02,2026-10-26,85,380.5,476.3,568.2,0.3,none,False
AAN-01,2026-10-26,85,241.0,301.7,359.9,0.3,none,False
RAK-01,2026-10-26,85,221.9,277.9,331.5,0.3,none,False
FUJ-01,2026-10-26,85,190.2,238.2,284.1,0.3,none,False
DXB-01,2026-10-27,86,786.8,985.1,1175.1,0.3,none,False
DXB-02,2026-10-27,86,685.3,858.0,1023.5,0.3,none,False
DXB-03,2026-10-27,86,520.3,651.5,777.1,0.3,none,False
DXB-04,2026-10-27,86,387.1,484.6,578.1,0.3,none,False
AUH-01,2026-10-27,86,609.2,762.7,909.8,0.3,none,False
AUH-02,2026-10-27,86,444.2,556.1,663.4,0.3,none,False
AUH-03,2026-10-27,86,330.0,413.1,492.8,0.3,none,False
SHJ-01,2026-10-27,86,494.9,619.7,739.2,0.3,none,False
SHJ-02,2026-10-27,86,380.7,476.7,568.6,0.3,none,False
AAN-01,2026-10-27,86,241.1,301.9,360.1,0.3,none,False
RAK-01,2026-10-27,86,222.1,278.1,331.7,0.3,none,False
FUJ-01,2026-10-27,86,190.4,238.3,284.3,0.3,none,False
DXB-01,2026-10-28,87,787.4,985.8,1176.0,0.3,none,False
DXB-02,2026-10-28,87,685.8,858.6,1024.2,0.3,none,False
DXB-03,2026-10-28,87,520.7,651.9,777.7,0.3,none,False
DXB-04,2026-10-28,87,387.4,485.0,578.5,0.3,none,False
AUH-01,2026-10-28,87,609.6,763.2,910.4,0.3,none,False
AUH-02,2026-10-28,87,444.5,556.5,663.9,0.3,none,False
AUH-03,2026-10-28,87,330.2,413.4,493.2,0.3,none,False
SHJ-01,2026-10-28,87,495.3,620.1,739.7,0.3,none,False
SHJ-02,2026-10-28,87,381.0,477.0,569.0,0.3,none,False
AAN-01,2026-10-28,87,241.3,302.1,360.4,0.3,none,False
RAK-01,2026-10-28,87,222.2,278.3,331.9,0.3,none,False
FUJ-01,2026-10-28,87,190.5,238.5,284.5,0.3,none,False
DXB-01,2026-10-29,88,788.0,986.5,1176.8,0.3,none,False
DXB-02,2026-10-29,88,686.3,859.2,1025.0,0.3,none,False
DXB-03,2026-10-29,88,521.1,652.4,778.2,0.3,none,False
DXB-04,2026-10-29,88,387.6,485.3,578.9,0.3,none,False
AUH-01,2026-10-29,88,610.0,763.8,911.1,0.3,none,False
AUH-02,2026-10-29,88,444.8,556.9,664.3,0.3,none,False
AUH-03,2026-10-29,88,330.4,413.7,493.5,0.3,none,False
SHJ-01,2026-10-29,88,495.7,620.6,740.3,0.3,none,False
SHJ-02,2026-10-29,88,381.3,477.4,569.4,0.3,none,False
AAN-01,2026-10-29,88,241.5,302.3,360.6,0.3,none,False
RAK-01,2026-10-29,88,222.4,278.5,332.2,0.3,none,False
FUJ-01,2026-10-29,88,190.6,238.7,284.7,0.3,none,False
DXB-01,2026-10-30,89,930.4,1164.9,1389.6,0.3,none,True
DXB-02,2026-10-30,89,810.4,1014.6,1210.3,0.3,none,True
DXB-03,2026-10-30,89,615.3,770.4,918.9,0.3,none,True
DXB-04,2026-10-30,89,457.7,573.1,683.6,0.3,none,True
AUH-01,2026-10-30,89,720.3,901.9,1075.8,0.3,none,True
AUH-02,2026-10-30,89,525.3,657.6,784.5,0.3,none,True
AUH-03,2026-10-30,89,390.2,488.5,582.7,0.3,none,True
SHJ-01,2026-10-30,89,585.3,732.8,874.1,0.3,none,True
SHJ-02,2026-10-30,89,450.2,563.7,672.4,0.3,none,True
AAN-01,2026-10-30,89,285.1,357.0,425.9,0.3,none,True
RAK-01,2026-10-30,89,262.6,328.8,392.2,0.3,none,True
FUJ-01,2026-10-30,89,225.1,281.8,336.2,0.3,none,True
